Date,Source,Site ID,POC,Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Pollutant
01/16/2025,AQS,60710026,1,47.1,ppb,44,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/17/2025,AQS,60710026,1,40.7,ppb,38,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/18/2025,AQS,60710026,1,34.9,ppb,32,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/19/2025,AQS,60710026,1,33.0,ppb,31,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/20/2025,AQS,60710026,1,34.3,ppb,32,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/21/2025,AQS,60710026,1,51.4,ppb,48,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/22/2025,AQS,60710026,1,43.0,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/23/2025,AQS,60710026,1,32.6,ppb,30,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/24/2025,AQS,60710026,1,51.0,ppb,48,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/25/2025,AQS,60710026,1,38.1,ppb,36,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/26/2025,AQS,60710026,1,22.9,ppb,21,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/27/2025,AQS,60710026,1,39.0,ppb,37,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/28/2025,AQS,60710026,1,32.8,ppb,30,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/29/2025,AQS,60710026,1,40.8,ppb,38,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/30/2025,AQS,60710026,1,41.7,ppb,39,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
01/31/2025,AQS,60710026,1,49.8,ppb,46,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/01/2025,AQS,60710026,1,48.3,ppb,45,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/02/2025,AQS,60710026,1,43.9,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/03/2025,AQS,60710026,1,57.2,ppb,54,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/04/2025,AQS,60710026,1,37.4,ppb,35,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/05/2025,AQS,60710026,1,29.5,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/06/2025,AQS,60710026,1,25.6,ppb,24,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/07/2025,AQS,60710026,1,25.7,ppb,24,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/08/2025,AQS,60710026,1,36.4,ppb,34,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/09/2025,AQS,60710026,1,36.6,ppb,34,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/10/2025,AQS,60710026,1,41.3,ppb,39,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/11/2025,AQS,60710026,1,30.9,ppb,28,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/12/2025,AQS,60710026,1,28.1,ppb,26,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/13/2025,AQS,60710026,1,33.5,ppb,31,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/14/2025,AQS,60710026,1,25.2,ppb,24,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/15/2025,AQS,60710026,1,36.5,ppb,34,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/16/2025,AQS,60710026,1,42.7,ppb,40,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/17/2025,AQS,60710026,1,42.6,ppb,40,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/18/2025,AQS,60710026,1,43.0,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/19/2025,AQS,60710026,1,53.1,ppb,50,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/20/2025,AQS,60710026,1,41.2,ppb,39,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/21/2025,AQS,60710026,1,49.9,ppb,46,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/22/2025,AQS,60710026,1,42.6,ppb,40,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/23/2025,AQS,60710026,1,65.1,ppb,63,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/24/2025,AQS,60710026,1,55.8,ppb,52,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/25/2025,AQS,60710026,1,60.5,ppb,57,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/26/2025,AQS,60710026,1,58.7,ppb,55,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/27/2025,AQS,60710026,1,48.5,ppb,45,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
02/28/2025,AQS,60710026,1,50.5,ppb,47,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/01/2025,AQS,60710026,1,23.1,ppb,22,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/02/2025,AQS,60710026,1,14.4,ppb,13,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/03/2025,AQS,60710026,1,35.1,ppb,33,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/04/2025,AQS,60710026,1,43.5,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/05/2025,AQS,60710026,1,42.7,ppb,40,Ontario Near Road (Etiwanda),21,88.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/06/2025,AQS,60710026,1,30.1,ppb,28,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/07/2025,AQS,60710026,1,37.2,ppb,35,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/08/2025,AQS,60710026,1,29.7,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/09/2025,AQS,60710026,1,41.0,ppb,39,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/10/2025,AQS,60710026,1,44.6,ppb,42,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/11/2025,AQS,60710026,1,42.4,ppb,40,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/12/2025,AQS,60710026,1,35.6,ppb,33,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/13/2025,AQS,60710026,1,21.9,ppb,20,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/14/2025,AQS,60710026,1,35.7,ppb,33,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/15/2025,AQS,60710026,1,28.9,ppb,26,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/16/2025,AQS,60710026,1,32.2,ppb,30,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/17/2025,AQS,60710026,1,46.0,ppb,43,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/18/2025,AQS,60710026,1,45.2,ppb,42,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/19/2025,AQS,60710026,1,45.0,ppb,42,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/20/2025,AQS,60710026,1,48.2,ppb,45,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/21/2025,AQS,60710026,1,46.5,ppb,43,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/22/2025,AQS,60710026,1,42.4,ppb,40,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/23/2025,AQS,60710026,1,43.2,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/24/2025,AQS,60710026,1,43.1,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/25/2025,AQS,60710026,1,62.5,ppb,60,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/26/2025,AQS,60710026,1,29.0,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/27/2025,AQS,60710026,1,29.6,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/28/2025,AQS,60710026,1,28.0,ppb,26,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/29/2025,AQS,60710026,1,24.5,ppb,23,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/30/2025,AQS,60710026,1,17.6,ppb,16,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
03/31/2025,AQS,60710026,1,27.6,ppb,25,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/01/2025,AQS,60710026,1,27.7,ppb,25,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/02/2025,AQS,60710026,1,24.5,ppb,23,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/03/2025,AQS,60710026,1,26.7,ppb,25,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/04/2025,AQS,60710026,1,34.5,ppb,32,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/05/2025,AQS,60710026,1,34.0,ppb,32,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/06/2025,AQS,60710026,1,35.8,ppb,33,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/07/2025,AQS,60710026,1,51.3,ppb,48,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/08/2025,AQS,60710026,1,47.7,ppb,44,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/09/2025,AQS,60710026,1,51.3,ppb,48,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/10/2025,AQS,60710026,1,52.9,ppb,49,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/11/2025,AQS,60710026,1,59.4,ppb,56,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/12/2025,AQS,60710026,1,41.7,ppb,39,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/13/2025,AQS,60710026,1,24.7,ppb,23,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/14/2025,AQS,60710026,1,31.3,ppb,29,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/15/2025,AQS,60710026,1,29.4,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/16/2025,AQS,60710026,1,30.8,ppb,28,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/17/2025,AQS,60710026,1,29.1,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/18/2025,AQS,60710026,1,31.9,ppb,29,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/19/2025,AQS,60710026,1,32.3,ppb,30,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/20/2025,AQS,60710026,1,29.0,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/21/2025,AQS,60710026,1,43.7,ppb,41,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/22/2025,AQS,60710026,1,31.1,ppb,29,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/23/2025,AQS,60710026,1,27.9,ppb,25,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/24/2025,AQS,60710026,1,31.4,ppb,29,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/25/2025,AQS,60710026,1,27.4,ppb,25,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/26/2025,AQS,60710026,1,23.0,ppb,22,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/27/2025,AQS,60710026,1,20.8,ppb,19,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/28/2025,AQS,60710026,1,29.7,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/29/2025,AQS,60710026,1,36.6,ppb,34,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
04/30/2025,AQS,60710026,1,29.2,ppb,27,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/01/2025,AQS,60710026,1,27.2,ppb,25,Ontario Near Road (Etiwanda),21,88.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/03/2025,AQS,60710026,1,21.7,ppb,20,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/04/2025,AQS,60710026,1,16.6,ppb,15,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/05/2025,AQS,60710026,1,28.6,ppb,26,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/06/2025,AQS,60710026,1,24.2,ppb,23,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
05/07/2025,AQS,60710026,1,36.5,ppb,34,Ontario Near Road (Etiwanda),24,100.0,42602,Nitrogen dioxide (NO2),99,40140,"Riverside-San Bernardino-Ontario, CA",6,California,71,San Bernardino,34.0681200008759,-117.52579,NO2
